Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Total y Rango etario;Nº Mujeres;% Mujeres;Nº Hombres;% Hombres;Total
PP010;Partido Ecologista Verde (PEV);2018;Ene - Mar;N° Militantes 65 a 69 años;499;1;313;0,6;812
PP010;Partido Ecologista Verde (PEV);2018;Ene - Mar;N° Militantes 70 a 74 años;327;0,7;194;0,4;521
PP010;Partido Ecologista Verde (PEV);2018;Ene - Mar;N° Militantes 75 a 79 años;164;0,4;101;0,2;577
PP010;Partido Ecologista Verde (PEV);2018;Ene - Mar;N° Militantes 80 a más años;120;0,3;58;0,1;178
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;Total Militantes;30.568;54,8;25.102;45,2;55.670
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 18 a 19 años;3.998;0,6;2.714;0,4;6.712
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 20 a 24 años;7.864;10,6;5.076;8,7;12.940
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 25 a 29 años;4.837;14,2;4.873;12,5;9.710
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 30 a 34 años;3.347;8,9;3.194;7,9;6.541
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 35 a 39 años;2.167;5,6;2.911;4,8;5.078
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 40 a 44 años;1.749;3,2;1.179;2,8;2.928
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 45 a 49 años;972;2,7;1.368;2,1;2.340
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 50 a 54 años;1.225;2,5;823;1,7;2.048
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 55 a 59 años;1.429;2,3;745;1,5;2.174
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 60 a 64 años;1.028;1,6;515;1,2;1.543
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 65 a 69 años;613;1,1;611;0,7;1.224
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 70 a 74 años;437;0,7;536;0,5;973
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 75 a 79 años;527;0,5;322;0,3;849
PP010;Partido Ecologista Verde (PEV);2019;Ene-Mar;N° Militantes 80 a más años;375;0,3;235;0,1;610
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;Total Militantes;23.028;55,3;18.626;44,7;41.654
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;14 a 17 años;0;0,0;0;0,0;0
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;18 a 19 años;0;0,0;0;0,0;0
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;20 a 24 años;5.345;12,8;4.269;10,2;9.614
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;25 a 29 años;5.488;13,2;5.058;12,1;10.546
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;30 a 34 años;3.588;8,6;3.113;7,5;6.701
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;35 a 39 años;1.962;4,7;1.814;4,4;3.776
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;40 a 44 años;1.476;3,5;1.195;2,9;2.671
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;45 a 49 años;1.203;2,9;788;1,9;1.991
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;50 a 54 años;1.196;2,9;732;1,8;1.928
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;55 a 59 años;994;2,4;601;1,4;1.595
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;60 a 64 años;713;1,7;440;1,1;1.153
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;65 a 69 años;478;1,1;285;0,7;763
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;70 a 74 años;310;0,7;174;0,4;484
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;75 a 79 años;155;0,4;95;0,2;250
PP010;Partido Ecologista Verde (PEV);2016;Oct - Dic;80 a más años;120;0,3;62;0,1;182
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;Total Militantes;23.028;55,3;18.626;44,7;41.654
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;14 a 17 Años;0;0;0;0;0
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;18 a 19 Años;0;0;0;0;0
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;20 a 24 Años;5.345;12,8;4.269;10,2;9.614
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;25 a 29 Años;5.488;13,2;5.058;12,1;10.546
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;30 a 34 Años;3.588;8,6;3.113;7,5;6.701
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;35 a 39 Años;1.962;4,7;1.814;4,4;3.776
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;40 a 44 Años;1.476;3,5;1.195;2,9;2.671
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;45 a 49 Años;1.203;2,9;788;1,9;1.991
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;50 a 54 Años;1.196;2,9;732;1,8;1.928
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;55 a 59 Años;994;2,4;601;1,4;1.595
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;60 a 64 Años;713;1,7;440;1,1;1.153
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;65 a 69 Años;478;1,1;285;0,7;763
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;70 a 74 Años;310;0,7;174;0,4;484
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;75 a 79 Años;155;0,4;95;0,2;250
PP010;Partido Ecologista Verde (PEV);2017;Ene - Mar;80 a más años;120;0,3;62;0,1;182
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;Total Militantes;29.024;54,8;24.036;45,3;53.060
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 18 a 19 años;1.154;2,3;850;1,6;2.004
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 20 a 24 años;4.741;8,1;4.085;7,1;8.830
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 25 a 29 años;8.023;14,1;8.684;15,2;16.706
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 30 a 34 años;4.913;8,2;4.419;7,2;9.332
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 35 a 39 años;1.941;4,8;1.688;4,3;3.629
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 40 a 44 años;1.684;3,1;1.382;2,6;3.066
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 45 a 49 años;1.420;2,7;987;1,8;2.407
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 50 a 54 años;1.282;2,5;811;1,6;2.093
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 55 a 59 años;1.063;2,2;629;1,3;1.692
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 60 a 64 años;746;1,5;467;0,9;1.213
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 65 a 69 años;499;1;313;0,6;812
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 70 a 74 años;327;0,7;194;0,4;521
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 75 a 79 años;164;0,4;101;0,2;577
PP010;Partido Ecologista Verde (PEV);2018;Abr - Jun;N° Militantes 80 a más años;120;0,3;58;0,1;178
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;Total Militantes;29.607;54,8;24.408;45,2;54.015
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 18 a 19 años;1.222;2,3;865;1,6;2.087
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 20 a 24 años;6.711;12,4;5.666;10,5;12.377
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 25 a 29 años;6.967;12,8;6.508;12,1;13.475
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 30 a 34 años;4.331;8,1;3.873;7,2;8.204
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 35 a 39 años;2.639;4,8;2.321;4,3;4.960
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 40 a 44 años;1.709;3,1;1.395;2,6;3.104
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 45 a 49 años;1.436;2,7;995;1,8;2.431
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 50 a 54 años;1.324;2,5;845;1,6;2.169
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 55 a 59 años;1.179;2,2;669;1,3;1.848
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 60 a 64 años;811;1,5;519;0,9;1.330
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 65 a 69 años;570;1;330;0,6;900
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 70 a 74 años;357;0,7;230;0,4;587
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 75 a 79 años;197;0,4;115;0,2;312
PP010;Partido Ecologista Verde (PEV);2017;Jul - Sep;N° Militantes 80 a más años;153;0,3;73;0,1;226
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;Total Militantes;30.718;54,8;25.282;45,2;56.000
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 18 a 19 años;3.998;7,1;2.723;4,9;6.721
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 20 a 24 años;7.874;14,1;5.096;9,1;12.970
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 25 a 29 años;4.837;8,6;4.878;8,7;9.715
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 30 a 34 años;3.447;6,2;3.194;5,7;6.641
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 35 a 39 años;2.187;3,9;2.951;5,3;5.138
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 40 a 44 años;1.769;3,2;1.179;2,1;2.948
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 45 a 49 años;972;1,7;1.368;2,5;2.340
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 50 a 54 años;1.225;2,2;843;1,5;2.068
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 55 a 59 años;1.429;2,6;765;1,4;2.194
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 60 a 64 años;1.028;1,8;555;1;1.583
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 65 a 69 años;613;1,1;631;1,1;1.244
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 70 a 74 años;437;0,8;536;0,9;973
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 75 a 79 años;527;0,9;328;0,6;855
PP010;Partido Ecologista Verde (PEV);2019;Abr - Jun;N° Militantes 80 a más años;375;0,6;235;0,4;610
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;Total Militantes;29.130;54,7;24.128;45,3;53.258
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 18 a 19 años;1.174;2,2;840;1,6;2.014
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 20 a 24 años;4.763;9,1;4.087;7,1;8.850
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 25 a 29 años;8.038;15,8;8.699;16,4;16.737
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 30 a 34 años;4.923;9,5;4.426;8,1;9.349
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 35 a 39 años;1.951;3,8;1.698;3,1;3.649
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 40 a 44 años;1.684;3,1;1.382;2,5;3.066
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 45 a 49 años;1.420;2,8;987;1,8;2.407
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 50 a 54 años;1.307;2,5;836;1,5;2.143
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 55 a 59 años;1.088;2,3;629;1,2;1.717
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 60 a 64 años;761;1,4;477;0,8;1.238
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 65 a 69 años;499;1,1;313;0,5;812
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 70 a 74 años;327;0,6;194;0,4;521
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 75 a 79 años;164;0,3;101;0,2;577
PP010;Partido Ecologista Verde (PEV);2017;Oct - Dic;N° Militantes 80 a más años;120;0,2;58;0,1;178
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;Total Militantes;30.347;54,8;25.030;45,2;55.377
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 18 a 19 años;360;0,6;202;0,4;562
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 20 a 24 años;5.896;10,6;4.811;8,7;10.707
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 25 a 29 años;7.855;14,2;6.974;12,5;14.829
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 30 a 34 años;4.952;8,9;4.384;7,9;9.336
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 35 a 39 años;3.021;5,6;2.637;4,8;5.658
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 40 a 44 años;1.789;3,2;1.567;2,8;3.356
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 45 a 49 años;1.500;2,7;1145;2,1;2.645
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 50 a 54 años;1.371;2,5;955;1,7;2.326
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 55 a 59 años;1.279;2,3;818;1,5;2.097
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 60 a 64 años;899;1,6;639;1,2;1.538
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 65 a 69 años;623;1,1;411;0,7;1034
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 70 a 74 años;410;0,7;278;0,5;688
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 75 a 79 años;253;0,5;148;0,3;401
PP010;Partido Ecologista Verde (PEV);2018;Jul - Sep;N° Militantes 80 a más años;139;0,3;61;0,1;200
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;Total Militantes;30.450;54,8;25.028;45,2;55.478
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Simpatizantes 14 a 17 años;0;0;0;0;0
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 18 a 19 años;3.978;0,6;2.711;0,4;6.689
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 20 a 24 años;7.853;10,6;5.069;8,7;12.922
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 25 a 29 años;4.830;14,2;4.867;12,5;9.697
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 30 a 34 años;3.340;8,9;3.187;7,9;6.527
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 35 a 39 años;2.160;5,6;2.906;4,8;5.066
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 40 a 44 años;1.741;3,2;1.174;2,8;2.915
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 45 a 49 años;965;2,7;1.363;2,1;2.328
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 50 a 54 años;1.218;2,5;818;1,7;2.036
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 55 a 59 años;1.422;2,3;740;1,5;2.162
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 60 a 64 años;1.021;1,6;510;1,2;1.531
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 65 a 69 años;604;1,1;605;0,7;1.209
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 70 a 74 años;430;0,7;531;0,5;961
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 75 a 79 años;520;0,5;317;0,3;837
PP010;Partido Ecologista Verde (PEV);2018;Oct - Dic;N° Militantes 80 a más años;368;0,3;230;0,1;598
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;Total Militantes;10715;48%;11608;52%;22323
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;18 a 19 años;893;8%;818;7%;1717
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;20 a 24 años;1679;16%;1504;13%;2790
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;25 a 29 años;1205;11%;1685;15%;2831
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;30 a 34 años;1045;10%;1333;11%;2228
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;35 a 39 años;1067;10%;1223;11%;2312
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;40 a 44 años;1333;12%;1330;11%;2280
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;45 a 49 años;775;7%;739;6%;1500
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;50 a 54 años;724;7%;654;6%;1401
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;55 a 59 años;503;5%;810;7%;1425
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;60 a 64 años;345;3%;467;4%;986
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;65 a 69 años;526;5%;543;5%;922
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;70 a 74 años;278;3%;388;3%;567
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;75 a 79 años;201;2%;6;0%;411
PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;80 a más años;141;1%;107;1%;221
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;Total Militantes;9249;46,3;10145;53,7;19.394
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;18 a 19 años;698;9,11;611;7,28;1309
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;20 a 24 años;1046;12,15;1286;11,78;2332
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;25 a 29 años;1182;12,21;1487;13,63;2669
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;30 a 34 años;845;8,73;1246;11,42;2091
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;35 a 39 años;1029;10,63;1255;11,5;2284
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;40 a 44 años;1195;12,35;1166;10,68;2361
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;45 a 49 años;1072;11,08;684;6,27;1756
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;50 a 54 años;832;8,6;665;6,09;1497
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;55 a 59 años;436;4,51;613;5,62;1049
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;60 a 64 años;356;3,68;620;5,68;976
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;65 a 69 años;238;2,46;528;4,84;766
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;70 a 74 años;250;2,58;320;2,93;570
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;75 a 79 años;103;1,06;143;1,31;246
PP011;Partido Evolución Política (Evópoli);2017;Ene - Mar;80 a más años;82;0,85;105;0,96;187
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;Total Militantes;10370;46,5;11930;53,5;22.300
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;18 a 19 años;895;8,63;864;7,28;1.759
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;20 a 24 años;1193;11,5;1334;11,78;2.527
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;25 a 29 años;1243;11,99;1578;13,63;2.821
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;30 a 34 años;920;8,87;1699;11,42;2.619
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;35 a 39 años;1084;10,45;1354;11,5;2.438
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;40 a 44 años;1324;12,77;1271;10,68;2.595
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;45 a 49 años;1087;10,48;760;6,27;1.847
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;50 a 54 años;854;8,24;680;6,09;1.534
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;55 a 59 años;512;4,94;615;5,62;1.127
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;60 a 64 años;466;4,49;620;5,68;1.086
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;65 a 69 años;321;3,1;560;4,84;881
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;70 a 74 años;267;2,57;342;2,93;609
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;75 a 79 años;124;1,2;148;1,31;272
PP011;Partido Evolución Política (Evópoli);2018;Ene-Mar;80 a más años;80;0,77;105;0,96;185
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;Total Militantes;7.628;42,5;10.302;57,5;17.930
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;14 a 17 años;2;33,3;4;66,7;6
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;18 a 19 años;645;43,8;827;56,2;1.472
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;20 a 24 años;2.746;46,3;3.182;53,7;5.928
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;25 a 29 años;1.627;50,7;1.580;49,3;3.207
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;30 a 34 años;698;44,3;878;55,7;1.576
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;35 a 39 años;480;39,1;747;60,9;1.227
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;40 a 44 años;359;36,5;625;63,5;984
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;45 a 49 años;257;30,2;594;69,8;851
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;50 a 54 años;260;33,2;523;66,8;783
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;55 a 59 años;194;32,1;411;67,9;605
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;60 a 64 años;149;30,5;340;69,5;489
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;65 a 69 años;100;29,9;234;70,1;334
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;70 a 74 años;57;23,6;185;76,4;242
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;75 a 79 años;30;22,7;102;77,3;132
PP011;Partido Evolución Política (Evópoli);2016;Oct - Dic;80 o más años;24;25,5;70;74,5;94
PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;Total Militantes;9852;47,04;11093;52,96;20945
PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;18 a 19 años;884;8,97;797;7,19;1681
PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;20 a 24 años;1287;13,07;1399;12,62;2686
PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;25 a 29 años;1225;12,44;1527;13,77;2752
PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;30 a 34 años;847;8,6;1249;11,26;2096
PP011;Partido Evolución Política (Evópoli);2018;Abr - Jun;35 a 39 años;1031;10,47;1257;11,34;2288
