idcaso;IDInstitucion,;Institucion
268;8f583745-a109-e211-b576-00155d01e500;"SERVICIO AGRÍCOLA Y GANADERO (SAG)"
269;e7573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE BANCOS E INSTITUCIONES FINANCIERAS"
270;81573745-a109-e211-b576-00155d01e500;"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS"
271;17583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE SANTIAGO DE CHILE"
272;03593745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE"
273;7b573745-a109-e211-b576-00155d01e500;"MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO"
274;a5583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL TRABAJO"
275;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
276;315b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUNITAQUI"
277;515c3745-a109-e211-b576-00155d01e500;"ASOCIACIÓN CHILENA DE SEGURIDAD"
278;65583745-a109-e211-b576-00155d01e500;"CAJA DE PREVISIÓN DE LA DEFENSA NACIONAL (CAPREDENA)"
279;6d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ARICA"
280;575b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUINTA NORMAL"
281;d1573745-a109-e211-b576-00155d01e500;"CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN (CORFO)"
282;a9583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO"
283;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
284;635a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAUTARO"
285;4b5c3745-a109-e211-b576-00155d01e500;"CAMARA DE DIPUTADOS"
286;91583745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL FORESTAL Y DE PROTECCIÓN DE RECURSOS NATURALES RENOVABLES (CONAF)"
287;ff5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VITACURA"
288;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
289;25583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD TECNOLÓGICA METROPOLITANA (UTEM)"
290;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
291;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
292;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
293;ef573745-a109-e211-b576-00155d01e500;"CONSEJO DE DEFENSA DEL ESTADO"
294;ff5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VITACURA"
295;b1583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SEGURIDAD SOCIAL"
296;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
297;81573745-a109-e211-b576-00155d01e500;"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS"
298;dd583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD MAULE"
299;93573745-a109-e211-b576-00155d01e500;"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES"
300;db5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PADRE LAS CASAS"
301;a9593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHILLÁN"
302;5b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAMPA"
303;37593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TELECOMUNICACIONES"
304;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
305;7d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CALDERA"
306;81573745-a109-e211-b576-00155d01e500;"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS"
307;695a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LIMACHE"
308;b7593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COCHAMÓ"
309;2b583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE JUSTICIA"
310;8f583745-a109-e211-b576-00155d01e500;"SERVICIO AGRÍCOLA Y GANADERO (SAG)"
311;c15d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DE AYSÉN"
312;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
313;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
314;8f583745-a109-e211-b576-00155d01e500;"SERVICIO AGRÍCOLA Y GANADERO (SAG)"
315;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
316;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
317;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
318;435a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA FLORIDA"
319;21593745-a109-e211-b576-00155d01e500;"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN METROPOLITANA DE SANTIAGO"
320;a95f3745-a109-e211-b576-00155d01e500;"PRESIDENCIA DE LA REPÚBLICA"
321;a95f3745-a109-e211-b576-00155d01e500;"PRESIDENCIA DE LA REPÚBLICA"
322;c55b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TALCA"
323;a9583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO"
324;99573745-a109-e211-b576-00155d01e500;"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA"
325;95573745-a109-e211-b576-00155d01e500;"MINISTERIO SECRETARÍA GENERAL DE GOBIERNO"
326;eb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE ADUANAS"
327;a15b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN MIGUEL"
328;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
329;e5573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE VALORES Y SEGUROS"
330;e5573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE VALORES Y SEGUROS"
331;21593745-a109-e211-b576-00155d01e500;"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN METROPOLITANA DE SANTIAGO"
332;71593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE BUIN"
333;335a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE INDEPENDENCIA"
334;335a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE INDEPENDENCIA"
335;7d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CALDERA"
336;f1573745-a109-e211-b576-00155d01e500;"DIRECCIÓN NACIONAL DEL SERVICIO CIVIL"
337;79573745-a109-e211-b576-00155d01e500;"MINISTERIO DE RELACIONES EXTERIORES"
338;67583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE PREVISIÓN DE CARABINEROS DE CHILE (DIPRECA)"
339;ef573745-a109-e211-b576-00155d01e500;"CONSEJO DE DEFENSA DEL ESTADO"
340;9f573745-a109-e211-b576-00155d01e500;"SUBSECRETARIA DE LAS CULTURAS Y LAS ARTES"
341;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
342;e5573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE VALORES Y SEGUROS"
343;03583745-a109-e211-b576-00155d01e500;"JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)"
344;55593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ALGARROBO"
345;a9593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHILLÁN"
346;dd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TOMÉ"
347;fd5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PEÑAFLOR"
348;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
349;d5583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD VALPARAÍSO-SAN ANTONIO"
350;63583745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DE MOVILIZACIÓN NACIONAL"
351;29583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE LOS LAGOS"
352;49593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE LA DISCAPACIDAD"
353;47583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE MARINA"
354;3f593745-a109-e211-b576-00155d01e500;"CONSEJO NACIONAL DE TELEVISIÓN (CNTV)"
355;b1583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SEGURIDAD SOCIAL"
356;fb593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL CARMEN"
357;dd583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD MAULE"
358;c95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TALTAL"
359;cb583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD ARICA"
360;6f5f3745-a109-e211-b576-00155d01e500;"DIRECCIÓN REGIONAL CORFO DE ATACAMA"
361;15583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE VALPARAÍSO"
362;2f5c3745-a109-e211-b576-00155d01e500;"TELEVISIÓN NACIONAL DE CHILE (TVN)"
363;d75a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE OVALLE"
364;295b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO MONTT"
365;2f5c3745-a109-e211-b576-00155d01e500;"TELEVISIÓN NACIONAL DE CHILE (TVN)"
366;7d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CALDERA"
367;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
368;89573745-a109-e211-b576-00155d01e500;"MINISTERIO DE BIENES NACIONALES"
369;f95a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PENCAHUE"
370;a1593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHAÑARAL"
371;015a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL TABO"
372;ff5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VITACURA"
373;fd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VIÑA DEL MAR"
374;ff5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PEÑALOLÉN"
375;7d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CALDERA"
376;5d583745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DEL TERRITORIO MARÍTIMO Y DE MARINA MERCANTE (DIRECTEMAR)"
377;875b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN BERNARDO"
378;71593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE BUIN"
379;d1573745-a109-e211-b576-00155d01e500;"CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN (CORFO)"
380;8f583745-a109-e211-b576-00155d01e500;"SERVICIO AGRÍCOLA Y GANADERO (SAG)"
381;b1573745-a109-e211-b576-00155d01e500;"SERVICIO ELECTORAL"
382;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
383;8d573745-a109-e211-b576-00155d01e500;"MINISTERIO DE SALUD"
384;89573745-a109-e211-b576-00155d01e500;"MINISTERIO DE BIENES NACIONALES"
385;33593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TRANSPORTES"
386;ff593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL QUISCO"
387;4f5f3745-a109-e211-b576-00155d01e500;"CONTRALORÍA REGIONAL DE VALPARAÍSO"
388;ff593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL QUISCO"
389;ff593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL QUISCO"
390;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
391;ff593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL QUISCO"
392;ff593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL QUISCO"
393;0d593745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE GEOLOGÍA Y MINERÍA"
394;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
395;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
396;af5d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DE COQUIMBO"
397;23583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE PLAYA ANCHA"
398;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
399;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
400;81573745-a109-e211-b576-00155d01e500;"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS"
401;d95a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PADRE HURTADO"
402;1f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PROVIDENCIA"
403;83573745-a109-e211-b576-00155d01e500;"MINISTERIO DE DEFENSA NACIONAL"
404;fd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VIÑA DEL MAR"
405;715c3745-a109-e211-b576-00155d01e500;"GOBIERNO REGIONAL REGIÓN DEL LIBERTADOR BERNARDO O'HIGGINS"
406;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
407;b1573745-a109-e211-b576-00155d01e500;"SERVICIO ELECTORAL"
408;33593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TRANSPORTES"
409;d3583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD COQUIMBO"
410;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
411;615a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAS CONDES"
412;e7593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CURACAVÍ"
413;8d573745-a109-e211-b576-00155d01e500;"MINISTERIO DE SALUD"
414;ff5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VITACURA"
415;bf5d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DE LOS LAGOS"
416;9f573745-a109-e211-b576-00155d01e500;"SUBSECRETARIA DE LAS CULTURAS Y LAS ARTES"
417;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
418;635f3745-a109-e211-b576-00155d01e500;"HOSPITAL DE OVALLE DR. ANTONIO TIRADO LANAS"
419;e5583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD ARAUCO"
420;1d593745-a109-e211-b576-00155d01e500;"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE COQUIMBO"
421;b3583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE PENSIONES"
422;23583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE PLAYA ANCHA"
423;5f5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAS CABRAS"
424;5b5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAMPA"
425;f9593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE EL BOSQUE"
426;8f583745-a109-e211-b576-00155d01e500;"SERVICIO AGRÍCOLA Y GANADERO (SAG)"
427;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
428;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
429;6d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ARICA"
430;41593745-a109-e211-b576-00155d01e500;"MINISTERIO DEL DEPORTE"
431;8d573745-a109-e211-b576-00155d01e500;"MINISTERIO DE SALUD"
432;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
433;275a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE HUALPÉN"
434;fd583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO SUR"
435;475c3745-a109-e211-b576-00155d01e500;"CONTRALORÍA GENERAL DE LA REPÚBLICA"
436;6f583745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DE OBRAS PÚBLICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
437;7f573745-a109-e211-b576-00155d01e500;"MINISTERIO DE EDUCACIÓN"
438;6d5c3745-a109-e211-b576-00155d01e500;"GOBIERNO REGIONAL REGIÓN DE VALPARAÍSO"
439;1f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PROVIDENCIA"
440;79573745-a109-e211-b576-00155d01e500;"MINISTERIO DE RELACIONES EXTERIORES"
441;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
442;b75e3745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO REGIÓN DE VALPARAÍSO"
443;195c3745-a109-e211-b576-00155d01e500;"EMPRESA DE CORREOS DE CHILE"
444;295b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO MONTT"
445;b3583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE PENSIONES"
446;ef583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD OSORNO"
447;fd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VIÑA DEL MAR"
448;4b593745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA"
449;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
450;3d5c3745-a109-e211-b576-00155d01e500;"POLLA CHILENA DE BENEFICENCIA S.A."
451;c9573745-a109-e211-b576-00155d01e500;"SUBSECRETARIA DE PESCA Y ACUICULTURA"
452;53593745-a109-e211-b576-00155d01e500;"CONSEJO DE MONUMENTOS NACIONALES (CMN)"
453;fb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DEL PATRIMONIO CULTURAL"
454;3d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA CISTERNA"
455;e7593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CURACAVÍ"
456;e7593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CURACAVÍ"
457;83573745-a109-e211-b576-00155d01e500;"MINISTERIO DE DEFENSA NACIONAL"
458;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
459;ad583745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO"
460;35583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO"
461;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
462;095b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PICA"
463;8d573745-a109-e211-b576-00155d01e500;"MINISTERIO DE SALUD"
464;095b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PICA"
465;095b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PICA"
466;f9583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO CENTRAL"
467;df5c3745-a109-e211-b576-00155d01e500;"GOBERNACIÓN PROVINCIAL DE CAUTÍN"
468;835a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LOS ANDES"
469;615a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAS CONDES"
470;4b593745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA"
471;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
472;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
473;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
474;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
475;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
476;19583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE CHILE"
477;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
478;e7593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CURACAVÍ"
479;79583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE VIALIDAD DEL MINISTERIO DE OBRAS PÚBLICAS"
480;ef573745-a109-e211-b576-00155d01e500;"CONSEJO DE DEFENSA DEL ESTADO"
481;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
482;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
483;ef5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN METROPOLITANA DE SANTIAGO"
484;bb583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE REDES ASISTENCIALES"
485;fb583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO NORTE"
486;e35e3745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE PESCA REGIÓN DE LOS LAGOS"
487;93573745-a109-e211-b576-00155d01e500;"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES"
488;f1573745-a109-e211-b576-00155d01e500;"DIRECCIÓN NACIONAL DEL SERVICIO CIVIL"
489;e55a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PALMILLA"
490;975a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MÁFIL"
491;4b593745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA"
492;a9583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO"
493;93593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CASTRO"
494;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
495;e5583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD ARAUCO"
496;375a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ISLA DE MAIPO"
497;a5593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHIGUAYANTE"
498;bf5e3745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO REGIÓN DEL BÍO BÍO"
499;575f3745-a109-e211-b576-00155d01e500;"CONTRALORÍA REGIONAL DEL BÍO BÍO"
500;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
501;d7573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE TURISMO"
502;535c3745-a109-e211-b576-00155d01e500;"PODER JUDICIAL"
503;fd583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO SUR"
504;5d583745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DEL TERRITORIO MARÍTIMO Y DE MARINA MERCANTE (DIRECTEMAR)"
505;515b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILPUÉ"
506;135c3745-a109-e211-b576-00155d01e500;"EMPRESA NACIONAL DEL PETROLEO (ENAP)"
507;095c3745-a109-e211-b576-00155d01e500;"BANCO DEL ESTADO DE CHILE"
508;ff5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PEÑALOLÉN"
509;d3583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD COQUIMBO"
510;89573745-a109-e211-b576-00155d01e500;"MINISTERIO DE BIENES NACIONALES"
511;51583745-a109-e211-b576-00155d01e500;"ARMADA DE CHILE"
512;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
513;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
514;275b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUENTE ALTO"
515;875b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN BERNARDO"
516;cb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ÑUÑOA"
517;27583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD ARTURO PRAT"
518;d5573745-a109-e211-b576-00155d01e500;"FISCALÍA NACIONAL ECONÓMICA (FNE)"
519;095c3745-a109-e211-b576-00155d01e500;"BANCO DEL ESTADO DE CHILE"
520;1f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PROVIDENCIA"
521;b5583745-a109-e211-b576-00155d01e500;"INSTITUTO DE PREVISIÓN SOCIAL (IPS)"
522;2b593745-a109-e211-b576-00155d01e500;"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE LOS RÍOS"
523;3d5c3745-a109-e211-b576-00155d01e500;"POLLA CHILENA DE BENEFICENCIA S.A."
524;01593745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO OCCIDENTE"
525;fb583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD METROPOLITANO NORTE"
526;a9583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO"
527;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
528;615a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAS CONDES"
529;75593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CABILDO"
530;f1573745-a109-e211-b576-00155d01e500;"DIRECCIÓN NACIONAL DEL SERVICIO CIVIL"
531;8f583745-a109-e211-b576-00155d01e500;"SERVICIO AGRÍCOLA Y GANADERO (SAG)"
532;fb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DEL PATRIMONIO CULTURAL"
533;17583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE SANTIAGO DE CHILE"
534;5d5c3745-a109-e211-b576-00155d01e500;"UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN (UMCE)"
535;075a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ESTACIÓN CENTRAL"
536;81573745-a109-e211-b576-00155d01e500;"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS"
537;b75e3745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO REGIÓN DE VALPARAÍSO"
538;53593745-a109-e211-b576-00155d01e500;"CONSEJO DE MONUMENTOS NACIONALES (CMN)"
539;ff573745-a109-e211-b576-00155d01e500;"COMISIÓN NACIONAL DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA"
540;25583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD TECNOLÓGICA METROPOLITANA (UTEM)"
541;d1583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD ATACAMA"
542;77573745-a109-e211-b576-00155d01e500;"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA"
543;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
544;ff573745-a109-e211-b576-00155d01e500;"COMISIÓN NACIONAL DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA"
545;1f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PROVIDENCIA"
546;4d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA REINA"
