Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Unidades u órganos internos;Facultades, funciones y atribuciones
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul-Sept;Directiva Regional;Corresponderá a las directivas regionales, provinciales y comunales en sus respectivos territorios, desarrollar la política y estrategia del Partido en conformidad a los acuerdos del consejo regional correspondiente, a las normas y resoluciones de la Convención Nacional y bajo la dirección de la Directiva Central. Los organismos funcionales del Partido deberán concordar las actividades que desarrollen a nivel territorial con las respectivas directivas regionales.
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul-Sept;Directiva Provincial;Corresponderá a las directivas regionales, provinciales y comunales en sus respectivos territorios, desarrollar la política y estrategia del Partido en conformidad a los acuerdos del consejo regional correspondiente, a las normas y resoluciones de la Convención Nacional y bajo la dirección de la Directiva Central. Los organismos funcionales del Partido deberán concordar las actividades que desarrollen a nivel territorial con las respectivas directivas regionales.
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul-Sept;Directiva Comunal;Corresponderá a las directivas regionales, provinciales y comunales en sus respectivos territorios, desarrollar la política y estrategia del Partido en conformidad a los acuerdos del consejo regional correspondiente, a las normas y resoluciones de la Convención Nacional y bajo la dirección de la Directiva Central. Los organismos funcionales del Partido deberán concordar las actividades que desarrollen a nivel territorial con las respectivas directivas regionales.
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Jul-Sept;Tribunales Regionales;En cada región habrá un Tribunal Regional que ejercerá como tribunal de primera instancia y en relación al ámbito regional de aquellas materias contempladas en las letras c,d,e,f y g del artículo treinta y dos del presente estatuto. En el ejercicio de sus atribuciones, podrá aplicar las siguientes sanciones: a) Amonestación, b) Censura por escrito, c) Suspensión o destitución del cargo que estuviere ejerciendo dentro de la organización interna del partido, d) Suspensión en el ejercicio de los derechos de afiliado por el plazo que determine, y e) La expulsión. Sus resoluciones serán apelables ante el Tribunal Supremo, dentro de quince días desde que fueren notificadas. Con todo si la sentencia definitiva dispone la expulsión de un afiliado, y de ella no se reclamare, se elevará en consulta al Tribunal Supremo.
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abril -Junio;Directiva Central;Le corresponderá dirigir y ejecutar la política y estrategia del Partido de conformidad a los acuerdos y lineamientos aprobados por la Convención Nacional, cumplir y hacer que se cumplan dichos acuerdos y, en general, coordinar y dirigir la labor del Partido en todos sus ámbitos. Dirigirá el Partido conforme con su declaración de principios, programa y las definiciones políticas adoptadas por sus órganos internos. Administrará los bienes del Partido rindiendo balance anual de ellos ante la Convención Nacional. Propondrá al Tribunal Supremo la dictación de las instrucciones generales necesarias para la realización de los procesos electorales internos conforme a la ley y este estatuto. Propondrá a la Convención Nacional las modificaciones a la declaración de principios, nombre del partido, programa del partido, estatutos y reglamentos internos como así mismo las alianzas, pactos electorales, fusión con otro u otros partidos o disolución del partido. Convocará a las sesiones ordinarias o extraordinarias de la Convención Nacional. Propondrá a la Convención Nacional para análisis y propuestas los temas sobre políticas públicas considerados relevantes para el Partido y el país. Designará al Administrador General de Fondos del Partido, cuando corresponda. Pondrá en conocimiento del Tribunal Supremo las faltas a los estatutos y a la disciplina partidaria de que tenga conocimiento. Ejercerá además las demás funciones que el estatuto le confiera o que establezca la ley.
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abril -Junio;Tribunal Supremo;Son atribuciones Tribunal Supremo: Interpretar los estatutos, reglamentos, declaración de principios y demás normas internas del partido. Conocer y resolver las cuestiones de competencia que se susciten entre autoridades u organismos del partido. Conocer de las reclamaciones que se entablen contra actos de autoridades u organismos del partido que sean estimados violatorios o vulneres los estatutos, reglamentos o la declaración de principios y adoptar las medidas necesarias para corregirlos y enmendar sus resultados. d) Conocer y resolver las denuncias que se formulen contra afiliados del partido, sean o no autoridades de él, por actos de indisciplina o violatorios de la declaración de principios o de los estatutos, o por conductas indebidas que constituyan faltas a la ética o comprometan los intereses o el prestigio del partido. e) Aplicar las medidas disciplinarias que los estatutos señalen contemplando las disposiciones que hagan efectivo un debido proceso. f) Controlar el correcto desarrollo de las elecciones y votaciones partidistas y dictar las instrucciones generales o particulares que para tal efecto correspondan . g) Calificar las elecciones y votaciones internas. h) Resolver como tribunal de segunda instancia, las apelaciones a los fallos de los Tribunales Regionales. i) Conocer de las reclamaciones por no inclusión en el Registro de Afiliados. j) Velar y garantizar el ejercicio de los derechos de los afiliados que este estatuto y la ley consagran.
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abril -Junio;Convencionales Nacionales;Las Facultades, funciones y atribuciones de los consejeros regionales seran las siguientes: Modificaciones a la declaración de principios, reforma a los estatutos, disolución o fusión del partido, la aprobación de un pacto electoral en elecciones parlamentarias o su retiro del mismo, sobre la designación de la persona del candidato a la Presidencia de la República, y la nominación o apoyo de los candidatos a Senadores y Diputados, serán obligatoriamente bajo sufragio personal, secreto, libre e informado. Además, con excepción de la nominación o apoyo de candidatos al parlamento y elección del Tribunal Supremo, todos los acuerdos citados en este párrafo deben realizarse ante un ministro de fe designado legalmente. En su caso, la nominación de candidatos al parlamento, alcaldes, concejales o consejeros regionales lo será por ministerio de la ley de quien haya ganado la elección primaria pertinente.
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abril -Junio;Consejeros Regionales;Son los máximos órganos deliberantes del Partido en las regiones. Participarán como invitados con derecho a voz los afiliados de la región que ejerzan cargos de elección popular. Los consejos regionales deberán ajustar su actuación a las normas, resoluciones y dirección de los órganos centrales del Partido y además estarán sujetos al control de los órganos jurisdiccionales del Partido. El Consejo Regional tendrá además la atribución de proponer a la Convención Nacional, para su nominación o apoyo, y en su caso, para integrar un pacto electoral, a afiliados o independientes como candidatos a senadores y diputados, alcaldes, concejales y consejeros regionales. En el caso de los candidatos a senadores, diputados o alcaldes, ello procederá solo en el caso de que éstos no hubieren sido elegidos en elecciones primarias conforme a las normas de la ley veinte mil seiscientos cuarenta.
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abril -Junio;Directiva Regional;Corresponderá a las directivas regionales, provinciales y comunales en sus respectivos territorios, desarrollar la política y estrategia del Partido en conformidad a los acuerdos del consejo regional correspondiente, a las normas y resoluciones de la Convención Nacional y bajo la dirección de la Directiva Central. Los organismos funcionales del Partido deberán concordar las actividades que desarrollen a nivel territorial con las respectivas directivas regionales.
PP034;Partido Federación Regionalista Verde Social (FREVS);2018;Abril -Junio;Directiva Provincial;Corresponderá a las directivas regionales, provinciales y comunales en sus respectivos territorios, desarrollar la política y estrategia del Partido en conformidad a los acuerdos del consejo regional correspondiente, a las normas y resoluciones de la Convención Nacional y bajo la dirección de la Directiva Central. Los organismos funcionales del Partido deberán concordar las actividades que desarrollen a nivel territorial con las respectivas directivas regionales.
