Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Materia;Nombre del Órgano;Tipo de Acto;Denominación del Acto;Número del Acto;Fecha del Acto;Breve descripción del objeto del Acto;Vínculo al texto íntegro
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;12-01-2019;Eleccion consejero nacional, tribuales regionales - Arica;https://www.udi.cl/wp-content/uploads/2019/07/Arica-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2019;Ene - Mar;I;Consejo Regional;Consejo regional;N/A;I;17-01-2019;Eleccion consejero nacional, tribuales regionales - Ñuble;https://www.udi.cl/wp-content/uploads/2019/07/Ñuble-Eleccion-consejero-nacional-tribuales-regionales.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abril - Junio;I;Organo Intermedio colegiado;Concejo General;Acuerdo Organo;1;07-04-2018;Ratificacion del secretario General y Tesorero;http://www.udi.cl/wp-content/uploads/2018/08/04.07.18-Acta-Consejo-General-7-de-abril-2018-firmada.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2018;Abril - Junio;II;Organo Intermedio colegiado;Concejo General;Acuerdo Organo;2;07-04-2018;Modificacion de estatutos;http://www.udi.cl/wp-content/uploads/2018/08/04.07.18-Acta-Consejo-General-7-de-abril-2018-firmada.pdf
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;I;Organo Intermedio colegiado;Concejo General;Acuerdo Organo;N/A;12-08-2017;Consejo General aprobación lista parlamentaria, modificación del logo;http://www.udi.cl/wp-content/uploads/2017/12/Consejo-General-aprobación-lista-parlamentaria-modificación-del-logo.jpg
PP026;Partido Unión Demócrata Independiente - UDI;2017;Oct - Dic;I;Organo Intermedio colegiado;Concejo General;Acuerdo Organo;N/A;21-08-2017;Aprobación de candidatos;http://www.udi.cl/wp-content/uploads/2017/12/Aprobacion-de-candidatos.jpg
PP026;Partido Unión Demócrata Independiente - UDI;2018;Jul - Sep;I;Organo Intermedio colegiado;Concejo General;Acuerdo Organo;N/A;23-07-2018;Consejo General aprobacion de estatutos;http://transparencia.udi.cl/wp-content/uploads/2019/01/Acuerdos-de-los-órganos-del-partido-Julio-Septiembre-2018.pdf
PP027;Partido Poder Ciudadano;2016;Oct-Dic;I;Consejo Regional;Eleccion;Conformacion Consejo Regional;N/A;07-07-16;Eleccion Consejo Regional de Arica y Parinacota;https://drive.google.com/drive/folders/0B43akeojUTRuUF9Nb1BaY2MxQTg?usp=sharing
PP027;Partido Poder Ciudadano;2016;Oct-Dic;I;Consejo Regional;Eleccion;Conformacion Consejo Regional;N/A;07-07-16;Eleccion Consejo Regional de Tarapaca;https://drive.google.com/drive/folders/0B43akeojUTRuUF9Nb1BaY2MxQTg?usp=sharing
PP027;Partido Poder Ciudadano;2016;Oct-Dic;I;Consejo Regional;Eleccion;Conformacion Consejo Regional;N/A;29-09-16;Eleccion Directiva Consejo Regional de Los Lagos;https://drive.google.com/drive/folders/0B43akeojUTRuUF9Nb1BaY2MxQTg?usp=sharing
PP027;Partido Poder Ciudadano;2016;Oct-Dic;I;Consejo Nacional;Acuerdo;Estatutos;N/A;15-10-16;Aprueba miembros del Tribunal Supremo, cambio de nombre de PODER a PODER CIUDADANO, logo, lema "Es tiempo de gente comÏn y modificaciones de los Estatutos;https://drive.google.com/drive/folders/0B43akeojUTRuUF9Nb1BaY2MxQTg?usp=sharing
PP027;Partido Poder Ciudadano;2016;Oct-Dic;I;Consejo Regional;Eleccion;Conformacion Consejo Regional;N/A;29-10-16;Eleccion Consejo Regional de Los Lagos;https://drive.google.com/drive/folders/0B43akeojUTRuUF9Nb1BaY2MxQTg?usp=sharing
PP027;Partido Poder Ciudadano;2016;Oct-Dic;I;Consejo Regional;Eleccion;Conformacion Consejo Regional;N/A;07-11-16;Eleccion Consejo Regional de Atacama;https://drive.google.com/drive/folders/0B43akeojUTRuUF9Nb1BaY2MxQTg?usp=sharing
PP027;Partido Poder Ciudadano;2016;Oct-Dic;I;Consejo Regional;Eleccion;Conformacion Consejo Regional;N/A;07-11-16;Eleccion Consejo Regional y Tribunal de Etica Regional de Arica y Parinacota;https://drive.google.com/drive/folders/0B43akeojUTRuUF9Nb1BaY2MxQTg?usp=sharing
PP027;Partido Poder Ciudadano;2017;Abr-Jun;I;Consejo General;Acuerdo;Elecciones;N/A;22-04-17;Aprueba Balance 2016, Eleccion TRICEL, Participacion en primarias, Facultades a Directiva Central para formalizar lista de pre candidatos y pacto electoral;https://drive.google.com/drive/folders/0B43akeojUTRuUF9Nb1BaY2MxQTg?usp=sharing
PP027;Partido Poder Ciudadano;2017;Jul-Sep;I;Consejo Regional;Eleccion;Conformacion Consejo Regional;N/A;08-08-17;Eleccion Directiva Regional y Consejo Regional de Valparaiso;https://drive.google.com/drive/folders/0B43akeojUTRuUF9Nb1BaY2MxQTg?usp=sharing
PP027;Partido Poder Ciudadano;2017;Jul-Sep;I;Consejo General;Acuerdo;Elecciones;N/A;13-08-17;Aprueba Participacion en elecciones parlamentarias y CORE, Formalizacion lista de candidatos y pacto;https://drive.google.com/drive/folders/0B43akeojUTRuUF9Nb1BaY2MxQTg?usp=sharing
PP027;Partido Poder Ciudadano;2017;Oct-Dic;I;Consejo Regional;Eleccion;Conformacion Consejo Regional;N/A;08-08-17;Eleccion Directiva Regional y Consejo Regional de R. Metropolitana;https://drive.google.com/drive/folders/0B43akeojUTRuUF9Nb1BaY2MxQTg?usp=sharing
PP027;Partido Poder Ciudadano;2018;Abr-Jun;I;Consejo General;Acuerdo;FusiÑn;N/A;21-04-18;Proceso de Fusion;https://drive.google.com/drive/folders/1yVPdYfjouf9ZxW5HZBO-DoEenHkBeEpl
PP027;Partido Poder Ciudadano;2018;Jul-Sep;I;Consejo Regional I Region;Eleccion;Conformacion Consejo Regional;N/A;07-09-18;Eleccion Directiva Regional y Consejo Regional Region de Tarapaca;https://drive.google.com/file/d/1B9AkzlswHyBPz-tg7aVjivDqmXy2HPEC/view?usp=sharing
PP027;Partido Poder Ciudadano;2018;Jul-Sep;I;Consejo Regional II Region;Eleccion;Conformacion Consejo Regional;N/A;08-09-18;Eleccion Directiva Regional y Consejo Regional Region de Antofagasta;https://drive.google.com/file/d/1AfCN0x7-jheJphUcLHrQyL2sc72yYhHJ/view?usp=sharing
PP027;Partido Poder Ciudadano;2018;Jul-Sep;I;Consejo Regional III Region;Eleccion;Conformacion Consejo Regional;N/A;09-09-18;Eleccion Directiva Regional y Consejo Regional Region de Atacama;https://drive.google.com/file/d/1WFtueGuCdvTRAyUDSZiMY1hdp0F8oKxY/view?usp=sharing
PP027;Partido Poder Ciudadano;2018;Jul-Sep;I;Consejo Regional V Region;Eleccion;Conformacion Consejo Regional;N/A;09-09-18;Eleccion Directiva Regional y Consejo Regional Region de Valparaiso;https://drive.google.com/file/d/1iRklMdn1TD_DDsWrpPx-gCCcLoLFf03J/view?usp=sharing
PP027;Partido Poder Ciudadano;2018;Jul-Sep;I;Consejo Regional RM;Eleccion;Conformacion Consejo Regional;N/A;10-09-18;Eleccion Directiva Regional y Consejo Regional RM;https://drive.google.com/file/d/1x_eTGUzJQAwmPTr1hHaTuuIpejY9pNj0/view?usp=sharing
PP027;Partido Poder Ciudadano;2018;Jul-Sep;I;Consejo Regional X Region;Eleccion;Conformacion Consejo Regional;N/A;08-09-18;Eleccion Directiva Regional y Consejo Regional Los Lagos;https://drive.google.com/file/d/1-zhlr9e6wKvYfR6B1rEMh4oqPdb9aIoV/view?usp=sharing
PP027;Partido Poder Ciudadano;2018;Oct-Dic;I;Consejo General;Eleccion/Acuerdo;Organos internos y confluencia;N/A;07-10-18;Eleccion de organos internos y generacion de acuerdos politicos;https://drive.google.com/file/d/1TWn68Y0kGsIG-4P7KxlcqdzU9Chk728C/view?usp=sharing
PP027;Partido Poder Ciudadano;2018;Oct-Dic;I;Consejo General;Acuerdo;confluencia;N/A;15-12-18;Se aprueban elementos politicos de la confluencia;https://drive.google.com/file/d/1BySaZNrk2y28U20NOc34uOPD-L0QRoQ6/view?usp=sharing
PP027;Partido Poder Ciudadano;2019;Ene-Mar;I;Consejo General;Acuerdo;confluencia;N/A;19-01-19;Se aprueban cargos que iran a ratificacion, cambio de nombre, directiva provisoria y elecciones internas;https://drive.google.com/open?id=1wtmRT_Z92kIhbf5mnT2j9IUZ8w9k8-uY
PP027;Partido Poder Ciudadano;2019;Ene-Mar;I;Tribunal Supremo;Informe;Organos ejecutivos y colegiado;N/A;17-01-19;Certifica composicion de organos ejecutivos y colegiados del partido;https://drive.google.com/open?id=1wtmRT_Z92kIhbf5mnT2j9IUZ8w9k8-uY
PP027;Partido Poder Ciudadano;2019;Ene-Mar;I;Tribunal Supremo;Acta;Plebiscito;N/A;20-02-19;Acta de votacion plebiscito;https://drive.google.com/open?id=1wtmRT_Z92kIhbf5mnT2j9IUZ8w9k8-uY
PP027;Partido Poder Ciudadano;2019;Ene-Mar;I;Consejo Regional II Region;Acta;Conformacion Consejo Regional;N/A;23-03-19;Eleccion Directiva Regional y Consejo Regional Region de Antofagasta;https://drive.google.com/open?id=1wtmRT_Z92kIhbf5mnT2j9IUZ8w9k8-uY
PP027;Partido Poder Ciudadano;2019;Abr-Jun;I;Consejo Regional RM;Acta;Conformacion Consejo Regional;N/A;04-05-19;Eleccion Directiva Regional y Consejo Regional RM;https://drive.google.com/open?id=1wtmRT_Z92kIhbf5mnT2j9IUZ8w9k8-uY
PP027;Partido Poder Ciudadano;2019;Abr-Jun;I;Consejo General;Acuerdo;Dise-o pol'tico y orgánico;N/A;02-06-19;Se aprueba plan politico, estructura organica y el presupuesto 2019;https://drive.google.com/open?id=1wtmRT_Z92kIhbf5mnT2j9IUZ8w9k8-uY
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;I;Comisión Política;Acuerdo;Reemplazo de vicepresidentes;N/A;29-01-2018;La Comisión Política de Renovación Nacional aprueba por unanimidad reemplazar a los dos vicepresidentes llamados por el Presidente Sebastiánero-de-2018.pdf
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;I;Consejo General;Acuerdo;Reemplazo del Presidente del Partido;N/A;10-03-2018;Elección del Presidente del Partido hasta el término del periodo en curso.;http://transparencia.rn.cl/wp-content/uploads/2018/06/Consejo-General-10-marzo-2018.pdf
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;I;Directiva Nacional;Acuerdo;Citación a Consejo General;N/A;06/03/2017;Citación a un Consejo General para definir nómina de candidatos RN al Congreso que participarán en primarias parlamentarias.;http://bit.ly/2eObCrs
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;I;Comisión Política;Acuerdo;Quorum designación candidato presidencial;N/A;06/03/2017;Se acuerdo solicitar al Tribunal Supremo de RN revisar algunos puntos de interpretación de los estatutos, relativos a los quorum para designar candidato presidencial de RN.;http://bit.ly/2wMeyJB
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;I;Directiva Nacional;Acuerdo;Proponer Candidato Presidencial;N/A;13/03/2017;Proponer al Consejo General del partido a Sebastián primarias de Chile Vamos.;http://bit.ly/2vP0cuI
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;II;Directiva Nacional;Acuerdo;Terrorismo en la Araucanía;N/A;13/03/2017;Condenar categóricamente la escalada de ataques terroristas acontecidos en la Región de La Araucanía, respaldar la solicitud nuestros parlamentarios de declarar Estado de Emergencia.;http://bit.ly/2vP0cuI
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;I;Comisión Política;Acuerdo;Voto Político sobre presidenciales;N/A;13/03/2017;Se acuerda proponer ante el Consejo General del partido a Sebastiánal.;http://bit.ly/2j6uV0y
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;II;Comisión Política;Acuerdo;Incorpora Consejeros Generales;N/A;13/03/2017;Se incorporan 4 nuevas Consejeras Generales para el distrito 58, de acuerdo a las vacancias existentes.;http://bit.ly/2j6uV0y
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;I;Directiva Nacional;Acuerdo;"Ejes Programáticos";N/A;20/03/2017;Presentar el documento "Ejes Programáticos de Renovación Nacional" al candidato proclamado por el Consejo General.;http://bit.ly/2eOcTyR
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;07/01/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/05/dn-2019-01-07.pdf
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;I;Comisión Política;Sesión;Sesión ordinaria de Comisión Política;N/A;07/01/2019;Análisis político;http://transparencia.rn.cl/wp-content/uploads/2019/05/cp-2019-01-07.pdf
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;21/01/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/05/dn-2019-01-21.pdf
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;04/03/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/05/dn-2019-03-04.pdf
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;I;Comisión Política;Sesión;Sesión ordinaria de Comisión Política;N/A;04/03/2019;Análisis político;http://transparencia.rn.cl/wp-content/uploads/2019/05/cp-2019-03-04.pdf
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;11/03/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/05/dn-2019-03-11.pdf
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;18/03/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/05/dn-2019-03-18.pdf
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;I;Comisión Política;Sesión;Sesión ordinaria de Comisión Política;N/A;18/03/2019;Análisis político;http://transparencia.rn.cl/wp-content/uploads/2019/05/cp-2019-03-18.pdf
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Directiva Nacional;Acuerdo;Sobre proceso constituyente;N/A;03/04/2017;Renovación Nacional anuncia que tendrá una postura única al respecto y que se opondrá a cualquier intento por reemplazar nuestra actual Constitución a través de mecanismos extra constitucionales.;http://bit.ly/2gKyAN8
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;II;Directiva Nacional;Acuerdo;Sobre voto chileno en el exterior;N/A;03/04/2017;Afinar y presentar estrategia de fiscalización del voto de los chilenos en el exterior, así como de promoción del voto en favor de RN y nuestro candidato presidencial.;http://bit.ly/2gKyAN8
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Directiva Nacional;Acuerdo;Sobre gastos reservados del Gobierno;N/A;10/04/2017;Avanzar en una propuesta pública para transparentar la forma en que se invierten los gastos reservados del aparato gubernamental.;http://bit.ly/2eJWffS
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;II;Directiva Nacional;Acuerdo;Comisión "RN por la vida";N/A;10/04/2017;Crear una comisión denominada "Por la vida", que trabaje en la defensa del niño que está por nacer. Será coordinada por la CORE de Coquimbo y militante del partido, Macarena Matas.;http://bit.ly/2eJWffS
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Directiva Nacional;Acuerdo;Sobre mecanismo de selección de candidatos;N/A;17/04/2017;Se buscará un mecanismo de elección de candidatos al Congreso que respeta la normativa legal vigente y que permite la selección de acuerdo a los siguientes criterios: participación de las bases y competitividad del candidato.;http://bit.ly/2eJFVf3
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;II;Directiva Nacional;Acuerdo;Aprobar balance;N/A;17/04/2017;Aprobar el Balance Presupuestario del ejercicio 2016 presentado por el Contralor David Huina y que será presentado en el Consejo General del 22 de abril, por la vicepresidenta de finanzas, Mireya Chocair Lahsen.;http://bit.ly/2eJFVf3
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Comisión Política;Acuerdo;Calendario de Sesiones;N/A;17/04/2017;La Comisión Política de Renovación Nacional acuerda calendario de sesiones para los próximos 6 meses.;http://bit.ly/2wbSKFm
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Directiva Nacional;Acuerdo;Candidato Transparente;N/A;08/05/2017;Se acuerda que los candidatos a senadores, diputados y cores de Renovación Nacional se sometan a las exigencias del programa "candidato transparente", del Consejo para la Transparencia.;http://bit.ly/2eObVCC
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;II;Directiva Nacional;Acuerdo;Sobre debates;N/A;08/05/2017;Aprobar la propuesta del Comité Directivo de Chile Vamos, para que sea la coalición la que organice los debates en los que participarán los candidatos presidenciales del bloque, incluyendo la carta de RN, Sebastiánique.;http://bit.ly/2eObVCC
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Comisión Política;Acuerdo;Elecciones 2017;N/A;08/05/2017;Sobre itinerario de designación de candidaturas y anticipio de fondos públicos;http://bit.ly/2vKKhJV
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Directiva Nacional;Acuerdo;Reglamento selección candidatos a CORE;N/A;15/05/2017;Aprobar la propuesta de "Reglamento para la Selección de Candidatos a Core", elaborada por el Contralor, David Huina.;http://bit.ly/2wbR7ax
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;II;Directiva Nacional;Acuerdo;Autorizar aporte económico;N/A;15/05/2017;Destinar un monto de $ 300.000 pesos mensuales a la Directiva Regional de O'Higgins para la mantención de los gastos generados por la sede de Rancagua.;http://bit.ly/2wbR7ax
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;III;Directiva Nacional;Acuerdo;Reconstituir el estamento gremial-sindical;N/A;15/05/2017;Reconstituir el estamento gremial - sindical del Partido, bajo la coordinación del militante Raúl Sanhueza, quien actualmente integra el sindicato diplomático del Ministerio de Relaciones Exteriores.;http://bit.ly/2wbR7ax
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Directiva Nacional;Acuerdo;Equipo programático presidencial;N/A;22/05/2017;Se acuerda que el director del Instituto Libertad, Aldo Cassinelli, se incorpore como coordinador RN al equipo programático del candidato presidencial Sebastiánique.;http://bit.ly/2f7s6b4
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Directiva Nacional;Acuerdo;Gasto de Campaña;N/A;29/05/2017;Se acuerda enviar un instructivo acerca del gasto de campaña de primarias a los parlamentarios del partido.;http://bit.ly/2wKnLns
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Comisión Política;Acuerdo;Declaración Pública;N/A;05/06/2017;La Comisión Política de Renovación Nacional rechaza categóricamente los sistemáticos ataques del senador independiente Manuel José Ossandón contra el candidato presidencial de nuestro partido, Sebastiánique.;http://bit.ly/2gQGgRt
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Comisión Política;Acuerdo;Cambio de Sesiones;N/A;03/07/2017;Se acuerda cambiar el horario de sus sesiones de 18:30 hrs. a 18:00 hrs., por el periodo de invierno.;http://bit.ly/2wOPGRB
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;I;Comisión Política;Acuerdo;Mujeres RN;N/A;31/07/2017;Se acuerda apoyar el cambio de estatutos de MujeresRN, (que será sometida a votación en el Consejo General) en torno a que se aprueba la incorporación de encargadas de la coordinación de mujeres en las directivas: nacional, regionales y distritales.;http://bit.ly/2wNLVhz
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;02-04-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/07/DN-2018-04-02.pdf
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;09-04-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/07/DN-2018-04-09.pdf
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;16-04-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/07/DN-2018-04-16.pdf
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;I;Consejo General Extraordinario;Acuerdo;Aprobación Balance 2017;N/A;28-04-2018;El Consejo General aprueba por unanimidad el Balance año 2017;http://transparencia.rn.cl/wp-content/uploads/2018/07/CGE-2018-04-28.pdf
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;30-04-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/07/DN-2018-04-30.pdf
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;07-05-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/07/DN-2018-05-07.pdf
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;14-05-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/07/DN-2018-05-14.pdf
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;28-05-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/07/DN-2018-05-28.pdf
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;04-06-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/07/DN-2018-06-04.pdf
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;11-06-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/07/DN-2018-06-11.pdf
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;18-06-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/07/DN-2018-06-18.pdf
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;01/04/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/07/dn-2019-04-01.pdf
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;I;Comisión Política;Sesión;Sesión ordinaria;N/A;01/04/2019;Análisis político;http://transparencia.rn.cl/wp-content/uploads/2019/07/cp-2019-04-01.pdf
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;08/04/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/07/dn-2019-04-08.pdf
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;22/04/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/07/dn-2019-04-22.pdf
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;I;Consejo General Extraordinario;Acuerdo;Aprobación Balance 2018;N/A;26/04/2019;El Consejo General entre otras materias, aprueba el Balance correspondiente al año 2018;http://transparencia.rn.cl/wp-content/uploads/2019/08/cg-2019-04-26.pdf
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;06/05/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/07/dn-2019-05-06.pdf
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;03/06/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/07/dn-2019-06-03.pdf
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;10/06/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/07/dn-2019-06-10.pdf
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;17/06/2019;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2019/07/dn-2019-06-17.pdf
PP028;Partido Renovación Nacional (RN);2018;Jul - Sep;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;09-07-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/10/DN-2018-07-09.pdf
PP028;Partido Renovación Nacional (RN);2018;Jul - Sep;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;30-07-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/10/DN-2018-07-30.pdf
PP028;Partido Renovación Nacional (RN);2018;Jul - Sep;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;06-08-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/10/DN-2018-08-06.pdf
PP028;Partido Renovación Nacional (RN);2018;Jul - Sep;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;20-08-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/10/DN-2018-08-20.pdf
PP028;Partido Renovación Nacional (RN);2018;Jul - Sep;I;Consejo Nacional;Sesión;Consejo Consultivo;N/A;24-08-2018;Consejo Nacional de Renovación Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/10/CN-2018-08-24.pdf
PP028;Partido Renovación Nacional (RN);2018;Jul - Sep;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;03-09-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/10/DN-2018-09-03.pdf
PP028;Partido Renovación Nacional (RN);2018;Jul - Sep;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;10-09-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/10/DN-2018-09-10.pdf
PP028;Partido Renovación Nacional (RN);2018;Jul - Sep;I;Directiva Nacional;Sesión;Sesión ordinaria de Directiva Nacional;N/A;24-09-2018;Reunión semanal de coordinación de Directiva Nacional;http://transparencia.rn.cl/wp-content/uploads/2018/10/DN-2018-09-24.pdf
PP028;Partido Renovación Nacional (RN);2017;Jul - Sep;I;Consejo General;Acuerdo;Elecciones 2017;N/A;13/08/2017;Aprobación de la plantilla parlamentaria y de candidatos a consejeros regionales para las elecciones a efectuarse el 19 de noviembre de 2017.-;http://www.rn.cl
